Symbols from TC2000
MDGL
MDLA
MDLZ
MDP
MDRX
MDT
MDU
MDXG
ME
MED
MEDP
MEG
MEI
MELI
MEOH
MERC
MET
MFA
MFC
MGA
MGEE
MGI
MGLN
MGM
MGNI
MGNX
MGP
MGPI
MGRC
MGTX
MGY
MHK
MHO
MIC
MIDD
MILE
MIME
MIT
MITK
MJCO
MKC
MKL
MKSI
MKTX
MLAB
MLHR
MLI
MLM
MMC
MMI
MMM
MMP
MMS
MMSI
MMX
MMYT
MNDY
MNKD
MNR
MNRL
MNRO
MNSO
MNST
MNTK
MNTV
MO
MOD
MODN
MODV
MOG.A
MOG.B
MOH
MORF
MORN
MOS
MOV
MP
MPC
MPLN
MPLX
MPW
MPWR
MQ
MRC
MRCY
MRK
MRNA
MRNS
MRO
MRSN
MRTN
MRTX
MRUS
MRVI
MRVL
MS
MSA
MSCI
MSDA
MSEX
MSFT
MSGE
MSGS
MSI
MSM
MSP
MSTR
MTB
MTCH
MTD
MTDR
MTG
MTH
MTN
MTOR
MTRN
MTSI
MTW
MTX
MTZ
MU
MUR
MUSA
MVIS
MWA
MX
MXIM
MXL
MYE
MYGN
MYOK
MYOV
MYRG
NAPA
NARI
NATI
NAVI
NBHC
NBIX
NBR
NBTB
NCBS
NCLH
NCNO
NCR
NDAQ
NDSN
NEE
NEM
NEO
NEOG
NEP
NESR
NET
NEU
NEWP
NEWR
NEWT
NEX
NEXA
NFBK
NFE
NFG
NFH
NFLX
NG
NGD
NGM
NGMS
NGVT
NHC
NHI
NI
NJR
NKE
NKLA
NKTR
NKTX
NLOK
NLSN
NLY
NMFC
NMIH
NMRK
NNI
NNN
NNOX
NOC
NOG
NOMD
NOV
NOVA
NOVT
NOW
NP
NPK
NPO
NRC
NRG
NRIX
NRZ
NS
NSA
NSC
NSIT
NSP
NSSC
NSTG
NTAP
NTB
NTCO
NTCT
NTGR
NTLA
NTNX
NTR
NTRA
NTRS
NTST
NTUS
NUAN
NUE
NUS
NUVA
NUVB
NVAX
NVCR
NVDA
NVEE
NVGS
NVMI
NVR
NVRO
NVST
NVT
NVTA
NWBI
NWE
NWL
NWLI
NWN
NWS
NWSA
NX
NXE
NXGN
NXPI
NXRT
NXST
NYCB
NYMT
NYT
NYXH
O
OAS
OBNK
OC
OCDX
OCFC
OCFT
OCGN
OCSL
OCUL
ODFL
ODP
OEC
OFC
OFG
OFIX
OFLX
OGCP
OGE
OGN
OGS
OHI
OI
OII
OKE
OKTA
OLED
OLLI
OLMA
OLN
OLO
OLP
OM
OMC
OMCL
OMER
OMF
OMI
OMIC
OMP
ON
ONB
ONEM
ONEW
ONTF
ONTO
OPCH
OPEN
OPI
OPK
OPRX
OR
ORA
ORBC
ORCC
ORCL
ORGN
ORGO
ORI
ORIC
ORLY
OSCR
OSH
OSIS
OSK
OSPN
OSTK
OSUR
OSW
OTEX
OTIS
OTTR
OUT
OVV
OXM
OXY
OZK
OZON
PAA
PAAS
PACB
PACK
PACW
PAE
PAG
PAGP
PAGS
PAHC
PANW
PAR
PARR
PASG
PATH
PATK
PAX
PAY
PAYA
PAYC
PAYO
PAYX
PB
PBA
PBCT
PBF
PBFX
PBH
PBI
PCAR
PCG
PCH
PCOR
PCPL
PCRX
PCT
PCTY
PCVX
PD
PDCE
PDCO
PDFS
PDM
PEAK
PEB
PEG
PEGA
PEN
PENN
PEP
PETQ
PETS
PFBC
PFC
PFE
PFG
PFGC
PFPT
PFS
PFSI
PG
PGEN
PGNY
PGR
PGRE
PGTI
PH
PHAT
PHM
PHR
PI
PII
PINC
PING
PINS
PIPR
PJT
PK
PKG
PKI
PLAB
PLAN
PLAY
PLBY
PLCE
PLD
PLMR
PLNT
PLOW
PLRX
PLTK
PLTR
PLUG
PLUS
PLXS
PLYA
PLYM
PM
PMT
PMVP
PNC
PNFP
PNM
PNR
PNTG
PNTM
PNTM.U
PNW
PODD
POLY
POOL
POR
POSH
POST
POWI
PPBI
PPC
PPD
PPG
PPL
PPX
PQG
PRA
PRAA
PRAX
PRCH
PRDO
PRFT
PRG
PRGO
PRGS
PRH
PRI
PRIM
PRK
PRLB
PRLD
PRMW
PRO
PRPB
PRPL
PRTA
PRTS
PRTY
PRU
PRVA
PSA
PSB
PSEC
PSFE
PSMT
PSN
PSNL
PSTG
PSTH
PSX
PSXP
PTC
PTCT
PTEN
PTGX
PTON
PTVE
PUBM
PUMP
PVG
PVH
PWR
PXD
PYPL
PYR
PZN
PZZA
QADA
QADB
QCOM
QCRH
QDEL
QGEN
QLYS
QNST
QRTEA
QRTEB
QRVO
QS
QSR
QTRX
QTS
QTWO
QUOT
QURE
R
RAAS
RACE
RAD
RAMP
RAPT
RARE
RAVN
RBA
RBAC
RBBN
RBC
RBCAA
RBLX
RC
RCI
RCII
RCKT
RCL
RCM
RCUS
RDFN
RDN
RDNT
RDS.A
RDS.B
RDUS
RDWR
RE
REAL
REG
REGI
REGN
REPL
RERE
RES
RETA
REV
REVG
REXR
REYN
REZI
RF
RFL
RFP
RGA
RGEN
RGLD
RGNX
RGR
RH
RHI
RHP
RICK
RIDE
RIG
RIGL
RILY
RIOT
RJF
RKT
RL
RLAY
RLGY
RLI
RLJ
RLX
RMAX
RMBS
RMD
RMNI
RMO
RMR
RNA
RNG
RNR
RNST
ROAD
ROCK
ROG
ROIC
ROK
ROKU
ROL
ROLL
ROOT
ROP
ROST
RPAI
RPAY
RPD
RPM
RPRX
RPT
RPTX
RRC
RRR
RS
RSG
RSI
RST
RSVA
RTLR
RTP
RTPY
RTX
RUBY
RUN
RUSHA
RUSHB
RUTH
RVLV
RVMD
RVNC
RWT
RXDX
RXN
RXRX
RXT
RY
RYN
RYTM
SA
SABR
SAF
SAFE
SAFM
SAFT
SAGE
SAH
SAIA
SAIC
SAIL
SAM
SANA
SAND
SANM
SASR
SATS
SAVA
SAVE
SBAC
SBCF
SBGI
SBH
SBLK
SBNY
SBRA
SBSI
SBTX
SBUX
SC
SCCO
SCHL
SCHN
SCHW
SCI
SCL
SCOA
SCPL
SCR
SCS
SCSC
SCU
SCVL
SCWX
SDC
SDGR
SDRL
SEAS
SEB
SEDG
SEE
SEER
SEIC
SEM
SEMR
SENS
SESN
SF
SFBS
SFIX
SFL
SFM
SFNC
SFT
SGEN
SGFY
SGH
SGMO
SGMS
SGRY
SHAK
SHC
SHEN
SHLS
SHLX
SHO
SHOO
SHOP
SHW
SHYF
SI
SIBN
SIG
SIGI
SILK
SILV
SIRI
SITC
SITE
SITM
SIVB
SIX
SJI
SJM
SJR
SJW
SKIL
SKIN
SKLZ
SKT
SKX
SKY
SKYT
SKYW
SLAB
SLAM
SLB
SLCA
SLF
SLG
SLGN
SLM
SLP
SLQT
SLRC
SM
SMAR
SMCI
SMG
SMP
SMPL
SMTC
SMWB
SNA
SNAP
SNBR
SNCY
SNDL
SNDR
SNDX
SNEX
SNOW
SNPS
SNR
SNV
SNX
SO
SOFI
SON
SONO
SP
SPB
SPCE
SPG
SPGI
SPH
SPLK
SPLP
SPNT
SPOT
SPR
SPSC
SPT
SPTN
SPWH
SPWR
SPXC
SQ
SQSP
SR
SRC
SRCE
SRCI
SRCL
SRDX
SRE
SRG
SRI
SRLP
SRNE
SRNGU
SRPT
SRRK
SSB
SSD
SSNC
SSP
SSRM
SSTK
SSYS
ST
STAA
STAG
STAR
STBA
STC
STE
STEM
STEP
STFC
STKL
STL
STLA
STLD
STMP
STN
STNE
STOK
STOR
STRA
STRL
STRO
STT
STTK
STWD
STX
STXS
STZ
STZ.B
SU
SUI
SUM
SUMO
SUN
SUPN
SVC
SVFA
SWAV
SWBI
SWCH
SWI
SWIM
SWIR
SWK
SWKS
SWM
SWN
SWTX
SWX
SXI
SXT
SY
SYBT
SYF
SYK
SYKE
SYNA
SYNH
SYY
T
TAC
TALO
TALS
TAP
TARO
TASK
TBBK
TBI
TBIO
TBK
TBPH
TCBI
TCBK
TCMD
TCPC
TCS
TCX
TD
TDC
TDG
TDOC
TDS
TDUP
TDY
TEAM
TECH
TECK
TEL
TELL
TEN
TENB
TER
TEX
TFC
TFII
TFSL
TFX
TGH
TGI
TGLS
TGNA
TGP
TGT
TGTX
THC
THG
THO
THRM
THS
TIG
TIL
TILE
TITN
TIXT
TJX
TK
TKNO
TKR
TLRY
TLS
TMCI
TMDX
TMHC
TMO
TMP
TMST
TMUS
TMX
TNC
TNDM
TNET
TNL
TOL
TOWN
TPB
TPC
TPGY
TPH
TPIC
TPL
TPR
TPTX
TPX
TR
TREB
TREE
TREX
TRGP
TRHC
TRI
TRIL
TRIP
TRMB
TRMD
TRMK
TRN
TRNO
TROW
TROX
TRP
TRQ
TRS
TRST
TRTN
TRTX
TRU
TRUP
TRV
TSC
TSCO
TSE
TSEM
TSHA
TSLA
TSLX
TSN
TSP
TT
TTC
TTCF
TTD
TTEC
TTEK
TTGT
TTMI
TTWO
TU
TUP
TVTX
TVTY
TW
TWCT
TWLO
TWNK
TWO
TWOU
TWST
TWTR
TXG
TXN
TXRH
TXT
TYL
U
UA
UAA
UAL
UAN
UBA
UBER
UBP
UBS
UBSI
UCBI
UCTT
UDR
UE
UEIC
UFCS
UFPI
UFS
UGI
UHAL
UHS
UHT
UI
UIS
ULCC
ULH
ULTA
UMBF
UMH
UMPQ
UNF
UNFI
UNH
UNIT
UNM
UNP
UNVR
UPLD
UPS
UPST
UPWK
URBN
URI
USAC
USB
USCR
USFD
USLM
USM
USNA
USPH
UTHR
UTL
UTZ
UUUU
UVSP
UVV
V
VAC
VBIV
VBTX
VC
VCEL
VCRA
VCTR
VCYT
VECO
VEEV
VEI
VER
VERV
VERX
VET
VFC
VFF
VG
VGAC
VGR
VHI
VIAC
VIAV
VICI
VICR
VINP
VIR
VIRT
VITL
VIVO
VLDR
VLO
VLRS
VLY
VMC
VMEO
VMI
VMW
VNDA
VNE
VNO
VNOM
VNT
VOR
VOYA
VRAY
VREX
VRM
VRNS
VRNT
VRRM
VRS
VRSK
VRSN
VRT
VRTS
VRTV
VRTX
VSAT
VSEC
VSH
VST
VSTA
VSTM
VSTO
VTOL
VTR
VTRS
VUZI
VVI
VVNT
VVV
VXRT
VZ
VZIO
W
WAB
WABC
WAFD
WAL
WASH
WAT
WB
WBA
WBS
WBT
WCC
WCN
WD
WDAY
WDC
WDFC
WDH
WEC
WELL
WEN
WERN
WES
WETF
WEX
WFC
WFG
WFRD
WGO
WH
WHD
WHR
WINA
WING
WINS
WIRE
WISH
WIX
WK
WKHS
WKME
WLK
WLKP
WLL
WLTW
WM
WMB
WMG
WMK
WMS
WMT
WNC
WOOF
WOR
WORK
WOW
WPC
WPCB
WPCB.U
WPM
WPRT
WRB
WRE
WRI
WRK
WRLD
WSBC
WSC
WSFS
WSM
WSO
WSO.B
WST
WTFC
WTI
WTM
WTRE
WTRG
WTS
WTTR
WU
WW
WWD
WWE
WWW
WY
WYNN
X
XEC
XEL
XENE
XENT
XHR
XL
XLNX
XLRN
XM
XMTR
XNCR
XOG
XOM
XP
XPEL
XPER
XPO
XRAY
XRX
XYL
Y
YALA
YELP
YETI
YEXT
YI
YMAB
YMM
YNDX
YOU
YSG
YUM
YUMC
Z
ZBH
ZBRA
ZEN
ZEPP
ZETA
ZEV
ZG
ZGNX
ZH
ZI
ZIM
ZION
ZIP
ZLAB
ZM
ZME
ZNGA
ZNTL
ZOM
ZS
ZTS
ZUMZ
ZUO
ZY
ZYME
